char,dialogue,episode
GREEDO,Jabba's through with you.  He has no time for smugglers who drop their shipments at the first sign of an Imperial cruiser.,episode4
HAN,Even I get boarded sometimes.  Do you think I had a choice?,episode4
GREEDO,You can tell that to Jabba.  He may only take your ship.,episode4
HAN,Over my dead body.,episode4
GREEDO,That's the idea I've been looking forward to killing you for a long time.,episode4
HAN,"Yes, I'll bet you have.",episode4
HAN,Sorry about the mess.,episode4
VADER,Her resistance to the mind probe is considerable.  It will be some time before we can extract any information from her.,episode4
IMPERIAL OFFICER,The final check-out is complete.  All systems are operational.  What course shall we set?,episode4
TARKIN,Perhaps she would respond to an alternative form of persuasion.,episode4
VADER,What do you mean?,episode4
TARKIN,I think it is time we demonstrate the full power of this station.Set your course for Princess Leia's home planet of Alderaan.,episode4
TROOPER,With pleasure.,episode4
THREEPIO,"Lock the door, Artoo.",episode4
TROOPER,"All right, check that side of the street.  It's secure.  Move on to the next door.",episode4
THREEPIO,"I would much rather have gone with Master Luke than stay here with you.  I don't know what all this trouble is about, but I'm sure it must be your fault.",episode4
THREEPIO,You watch your language!,episode4
LUKE,"He says it's the best he can do.  Since the XP-38 came out, they ",episode4
BEN,It will be enough.,episode4
BEN,"If the ship's as fast as he's boasting, we ought to do well.",episode4
JABBA,"Come on out, Solo!",episode4
HAN,"I've been waiting for you, Jabba.",episode4
JABBA,I expected you would be.,episode4
HAN,I'm not the type to run.,episode4
JABBA,"Han, my boy, there are times when you disappoint me... why haven't you paid me?  And why did you have to fry poor Greedo like that... after all we've been through together.",episode4
HAN,You sent Greedo to blast me.,episode4
JABBA,"Han, why you're the best smuggler in the business.  You're too valuable to fry.  He was only relaying my concern at your delays.  He wasn't going to blast you.",episode4
HAN,"I think he thought he was.  Next time don't send one of those twerps.  If you've got something to say to me, come see me yourself.",episode4
JABBA,"Han, Han!  If only you hadn't had to dump that shipment of spice... you understand I just can't make an exception.  Where would I be if every pilot who smuggled for me dumped their shipment at the first sign of an Imperial starship?  It's not good business.",episode4
HAN,"You know, even I get boarded sometimes, Jabba.  I had no choice, but I've gota charter now and I can pay you back, plus a little extra.  I just need some more time.",episode4
JABBA,"Put your blasters away.  Han, my boy, I'm only doing this because you're the best and I need you.  So, for an extra, say... twenty percent I'll give you a little more time... but this is it.  If you disappoint me again, I'll put a price on your head so large you won't be able to go near a civilized system for the rest of your short life.",episode4
HAN,"Jabba, I'll pay you because it's my pleasure.",episode4
LUKE,What a piece of junk.,episode4
HAN,"She'll make point five beyond the speed of light.  She may not look like much, but she's got it where it counts, kid.  I've added some special modifications myself.",episode4
HAN,"We're a little rushed, so if you'll hurry aboard we'll get out of here.",episode4
THREEPIO,"Hello, sir.",episode4
TROOPER,Which way?,episode4
TROOPER,"All right, men.  Load your weapons!",episode4
TROOPER,Stop that ship!,episode4
TROOPER,Blast 'em!,episode4
HAN,"Chewie, get us out of here!",episode4
THREEPIO,"Oh, my.  I'd forgotten how much I hate space travel.",episode4
HAN,It looks like an Imperial cruiser.  Our passengers must be hotter than I thought.  Try and hold them off.  Angle the deflector shield while I make the calculations for the jump to light speed.,episode4
HAN,Stay sharp!  There are two more coming in; they're going to try to cut us off.,episode4
LUKE,Why don't you outrun them?  I thought you said this thing was fast.,episode4
HAN,"Watch your mouth, kid, or you're going to find yourself floating home.  We'll be safe enough once we make the jump to hyperspace.  Besides, I know a few maneuvers. We'll lose them!",episode4
HAN,Here's where the fun begins!,episode4
BEN,How long before you can make the jump to light speed?,episode4
HAN,It'll take a few moments to get the coordinates from the navi-computer.,episode4
LUKE,Are you kidding?  At the rate they're gaining...,episode4
HAN,"Traveling through hyperspace isn't like dusting crops, boy!  Without precise calculations we could fly right through a star or bounce too close to a supernova and that'd end your trip real quick, wouldn't it?",episode4
LUKE,What's that flashing?,episode4
HAN,"We're losing our deflector shield.  Go strap yourself in, I'm going to make the jump to light speed.",episode4
MOTTI,We've entered the Alderaan system.,episode4
LEIA,"Governor Tarkin, I should have expected to find you holding Vader's leash.  I recognized your foul stench when I was brought on board.",episode4
TARKIN,Charming to the last.  You don't know how hard I found it signing the order to terminate your life!,episode4
LEIA,to take the responsibility yourself!,episode4
TARKIN,"Princess Leia, before your execution I would like you to be my guest at a ceremony that will make this battle station operational.  No star system will dare oppose the Emperor now.",episode4
LEIA,"The more you tighten your grip, Tarkin, the more star systems will slip through your fingers.",episode4
TARKIN,"Not after we demonstrate the power of this station.  In a way, you have determined the choice of the planet that'll be destroyed first.  Since you are reluctant to provide us with the location of the Rebel base, I have chosen to test this station's destructive power... on your home planet of Alderaan.",episode4
LEIA,No!  Alderaan is peaceful.  We have no weapons.  You can't possibly...,episode4
TARKIN,You would prefer another target?  A military target?  Then name the system!,episode4
TARKIN,I grow tired of asking this.  So it'll be the last time.  Where is the Rebel base?,episode4
LEIA,Dantooine.,episode4
LEIA,They're on Dantooine.,episode4
TARKIN,"There.  You see Lord Vader, she can be reasonable. Continue with the operation.  You may fire when ready.",episode4
LEIA,What?,episode4
TARKIN,You're far too trusting.  Dantooine is too remote to make an effective demonstration.  But don't worry.  We will deal with your Rebel friends soon enough. ,episode4
LEIA,No!,episode4
VADER,Commence primary ignition.,episode4
LUKE,Are you all right?  What's wrong?,episode4
BEN,I felt a great disturbance in the Force... as if millions of voices suddenly cried out in terror and were suddenly silenced.  I fear something terrible has happened.,episode4
BEN,You'd better get on with your exercises.,episode4
HAN,"Well, you can forget your troubles with those Imperial slugs.  I told you I'd outrun 'em.",episode4
HAN,Don't everyone thank me at once.,episode4
HAN,"Anyway, we should be at Alderaan about oh-two-hundred hours.",episode4
THREEPIO,"Now be careful, Artoo.",episode4
THREEPIO,He made a fair move.  Screaming about it won't help you.,episode4
HAN,Let him have it. It's not wise to upset a Wookiee.,episode4
THREEPIO,"But sir, nobody worries about upsetting a droid.",episode4
HAN,That's 'cause droids don't pull people's arms out of their socket when they lose.  Wookiees are known to do that.,episode4
THREEPIO,"I see your point, sir.  I suggest a new strategy, Artoo.  Let the Wookiee win.",episode4
BEN,"Remember, a Jedi can feel the Force flowing through him.",episode4
LUKE,You mean it controls your actions?,episode4
BEN,Partially. But it also obeys your commands.,episode4
HAN,"Hokey religions and ancient weapons are no match for a good blaster at your side, kid.",episode4
LUKE,"You don't believe in the Force, do you?",episode4
HAN,"Kid, I've flown from one side of this galaxy to the other.  I've seen a lot of strange stuff, but I've never seen anything to make me believe there's one all-powerful force controlling everything.  There's no mystical energy field that controls my destiny.",episode4
HAN,It's all a lot of simple tricks and nonsense.,episode4
BEN,"I suggest you try it again, Luke.",episode4
BEN,"This time, let go your conscious self and act on instinct.",episode4
LUKE,"With the blast shield down, I can't even see.  How am I supposed to fight?",episode4
BEN,Your eyes can deceive you.  Don't trust them.,episode4
BEN,Stretch out with your feelings.,episode4
BEN,"You see, you can do it.",episode4
HAN,I call it luck. ,episode4
BEN,"In my experience, there's no such thing as luck.",episode4
HAN,"Look, going good against remotes is one thing.  Going good against the living?  That's something else.",episode4
HAN,Looks like we're coming up on Alderaan.,episode4
LUKE,"You know, I did feel something.  I could almost see the remote.",episode4
BEN,That's good.  You have taken your first step into a larger world.,episode4
TARKIN,Yes.,episode4
OFFICER CASS,"Our scout ships have reached Dantooine.  They found the remains of a Rebel base, but they estimate that it has been deserted for some time.  They are now conducting an extensive search of the surrounding systems.",episode4
TARKIN,She lied!  She lied to us!,episode4
VADER,I told you she would never consciously betray the Rebellion.,episode4
TARKIN,Terminate her... immediately!,episode4
HAN,"Stand by, Chewie, here we go.  Cut in the sublight engines.",episode4
HAN,"What the...?  Aw, we've come out of hyperspace into a meteor shower.  Some kind of asteroid collision.  It's not on any of the charts.",episode4
LUKE,What's going on?,episode4
HAN,"Our position is correct, except... no, Alderaan!",episode4
LUKE,What do you mean?  Where is it?,episode4
HAN,"Thats what I'm trying to tell you, kid.  It ain't there.  It's been totally blown away.",episode4
LUKE,What?  How?,episode4
BEN,Destroyed... by the Empire!,episode4
HAN,The entire starfleet couldn't destroy the whole planet.  It'd take a thousand ships with more fire power than I've...,episode4
HAN,There's another ship coming in.,episode4
LUKE,Maybe they know what happened.,episode4
BEN,It's an Imperial fighter.,episode4
LUKE,It followed us!,episode4
BEN,No.  It's a short range fighter.,episode4
HAN,There aren't any bases around here.  Where did it come from?,episode4
LUKE,"It sure is leaving in a big hurry.  If they identify us, we're in big trouble.",episode4
HAN,Not if I can help it.  Chewie... jam it's transmissions.,episode4
BEN,It'd be as well to let it go.  It's too far out of range.,episode4
